Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,EngagementScore,RecentOrder,UnhappyCustomer,LoyaltyTier,CashbackPerOrder
1.0,18.0,4.0,Mobile Phone,4.0,Married,3.0,0.0,3.0,147.44,0.0,46.132,1,0,New,29.488
1.0,14.0,5.5,Laptop & Accessory,3.0,Single,3.0,1.0,7.0,185.74,0.0,58.222,1,1,New,28.575384615384618
8.0,8.0,3.0,Laptop & Accessory,4.0,Single,6.0,0.0,2.0,144.25,0.0,46.875,1,0,Regular,36.0625
6.0,10.0,4.0,Laptop & Accessory,5.0,Divorced,3.0,0.0,4.0,192.25,0.0,61.074999999999996,1,0,New,38.45
10.0,19.0,3.0,Laptop & Accessory,1.0,Married,2.0,0.0,7.0,142.85,0.0,47.055,1,0,Regular,35.7125
11.0,36.0,4.0,Fashion,4.0,Married,3.0,1.0,10.0,243.49,0.0,77.94699999999999,1,1,Regular,48.698
19.0,14.0,3.0,Mobile,1.0,Single,2.0,0.0,0.0,125.87,0.0,44.66100000000001,1,0,Loyal,31.4675
6.0,8.0,4.0,Fashion,1.0,Married,3.0,0.0,3.0,229.22,0.0,72.16599999999998,1,0,New,45.844
19.0,30.0,4.0,Laptop & Accessory,5.0,Divorced,3.0,1.0,9.0,161.33,0.0,55.699000000000005,1,1,Loyal,32.266000000000005
1.0,17.0,4.0,Laptop & Accessory,5.0,Single,3.0,0.0,9.0,167.13,0.0,52.038999999999994,1,0,New,33.426
6.0,23.0,3.0,Grocery,3.0,Single,2.0,0.0,0.0,269.57500000000005,0.0,83.87250000000002,1,0,New,67.39375000000001
31.0,31.0,3.0,Fashion,2.0,Married,5.0,1.0,3.0,219.39,0.0,76.317,1,1,VIP,54.8475
5.0,15.0,3.0,Laptop & Accessory,1.0,Married,2.0,1.0,5.0,163.22,0.0,51.666000000000004,1,1,New,40.805
1.0,12.0,2.0,Mobile Phone,3.0,Single,5.0,1.0,4.0,149.32,0.0,45.895999999999994,1,1,New,49.77333333333333
8.0,17.0,2.0,Laptop & Accessory,1.0,Married,3.0,0.0,3.0,172.24,0.0,54.872,1,0,Regular,57.413333333333334
8.0,9.0,4.0,Laptop & Accessory,1.0,Single,3.0,0.0,5.0,187.74,0.0,60.322,1,0,Regular,37.548
27.0,10.0,4.0,Grocery,3.0,Divorced,5.0,1.0,4.0,269.57500000000005,0.0,90.5725,1,1,VIP,53.915000000000006
21.0,9.0,5.0,Mobile Phone,2.0,Single,3.0,1.0,3.0,157.94,0.0,55.681999999999995,1,1,Loyal,26.323333333333334
4.0,14.0,4.0,Laptop & Accessory,5.0,Married,9.0,0.0,3.0,172.79,0.0,54.637,1,0,New,34.558
5.0,35.0,4.0,Mobile,4.0,Single,2.0,0.0,1.0,128.37,0.0,41.611000000000004,1,0,New,25.674
28.0,8.0,3.0,Fashion,4.0,Married,4.0,0.0,3.0,209.76,0.0,72.528,1,0,VIP,52.44
5.0,18.0,4.0,Mobile Phone,2.0,Divorced,5.0,1.0,3.0,148.56,0.0,47.668,1,1,New,29.712
10.0,11.0,3.0,Laptop & Accessory,1.0,Married,8.0,0.0,4.0,163.47,0.0,53.241,1,0,Regular,40.8675
0.0,22.0,3.0,Laptop & Accessory,5.0,Single,6.0,0.0,2.0,153.24,0.0,47.172000000000004,1,0,,38.31
1.0,7.0,5.0,Mobile Phone,3.0,Married,3.0,0.0,4.0,145.07,0.0,45.82099999999999,1,0,New,24.17833333333333
16.0,17.0,4.0,Mobile Phone,3.0,Married,5.0,0.0,4.0,154.36,0.0,52.708,1,0,Loyal,30.872000000000003
4.0,9.0,4.0,Mobile Phone,1.0,Single,2.0,0.0,8.0,150.64,0.0,47.992,1,0,New,30.127999999999997
9.0,13.0,4.0,Mobile,4.0,Married,2.0,0.0,1.0,121.41,0.0,40.723,1,0,Regular,24.282
5.0,21.0,3.0,Laptop & Accessory,1.0,Married,6.0,0.0,2.0,166.67,0.0,52.701,1,0,New,41.6675
1.0,19.0,4.0,Laptop & Accessory,1.0,Single,5.0,1.0,8.0,170.81,0.0,53.143,1,1,New,34.162
11.0,8.0,4.0,Fashion,3.0,Married,4.0,1.0,2.0,177.56,0.0,58.168,1,1,Regular,35.512
8.0,7.0,4.0,Mobile Phone,5.0,Married,7.0,0.0,4.0,154.96,0.0,50.488,1,0,Regular,30.992
1.0,17.0,4.0,Laptop & Accessory,2.0,Single,2.0,0.0,2.0,174.5,0.0,54.25,1,0,New,34.9
10.0,15.0,5.0,Fashion,5.0,Single,3.0,0.0,10.0,200.87,0.0,65.261,1,0,Regular,33.47833333333333
1.0,19.0,3.0,Mobile Phone,4.0,Single,3.0,0.0,1.0,152.16,0.0,47.147999999999996,1,0,New,38.04
14.0,10.0,5.0,Mobile Phone,3.0,Married,3.0,1.0,3.0,151.83,0.0,51.749,1,1,Loyal,25.305000000000003
1.0,9.0,4.0,Mobile Phone,3.0,Single,8.0,0.0,2.0,168.82,0.0,52.54599999999999,1,0,New,33.763999999999996
1.0,12.0,5.0,Mobile Phone,3.0,Single,2.0,0.0,1.0,154.66,0.0,48.69799999999999,1,0,New,25.776666666666667
9.0,16.0,4.0,Mobile Phone,4.0,Single,2.0,1.0,0.0,118.59,0.0,39.877,1,1,Regular,23.718
9.0,14.0,1.5,Mobile,1.0,Married,2.0,0.0,1.0,122.69,0.0,40.107,1,0,Regular,49.076
12.0,9.0,4.0,Laptop & Accessory,3.0,Married,1.0,0.0,7.0,130.69,0.0,44.407000000000004,1,0,Regular,26.137999999999998
7.0,8.0,3.0,Laptop & Accessory,1.0,Single,2.0,0.0,11.0,166.87,0.0,53.361000000000004,1,0,Regular,41.7175
6.0,9.0,3.0,Mobile,3.0,Married,2.0,1.0,0.0,129.09,0.0,41.727,1,1,New,32.2725
9.0,8.0,5.5,Mobile Phone,1.0,Married,3.0,0.0,2.0,154.77,0.0,51.33100000000001,1,0,Regular,23.810769230769232
21.0,7.0,4.0,Others,1.0,Single,7.0,0.0,0.0,269.57500000000005,0.0,88.77250000000001,1,0,Loyal,53.915000000000006
9.0,9.0,4.0,Mobile,1.0,Single,1.0,0.0,1.0,120.45,0.0,40.435,1,0,Regular,24.09
10.0,9.0,4.0,Laptop & Accessory,4.0,Single,11.0,1.0,13.0,179.1,0.0,58.33,1,1,Regular,35.82
8.0,15.0,4.0,Laptop & Accessory,3.0,Single,5.0,0.0,4.0,186.42,0.0,59.925999999999995,1,0,Regular,37.284
3.0,11.0,3.0,Fashion,1.0,Married,3.0,0.0,4.0,194.19,0.0,60.357,1,0,New,48.5475
10.0,16.0,3.0,Mobile,5.0,Married,7.0,0.0,3.0,134.52,0.0,44.556000000000004,1,0,Regular,33.63
1.0,9.0,5.0,Mobile Phone,3.0,Single,8.0,1.0,1.0,145.9,0.0,46.07,1,1,New,24.316666666666666
0.0,13.0,3.0,Mobile,3.0,Divorced,2.0,1.0,2.0,128.86,0.0,39.858000000000004,1,1,,32.215
25.0,21.0,4.0,Laptop & Accessory,2.0,Divorced,6.0,0.0,8.0,174.36,0.0,61.408,1,0,VIP,34.872
14.0,9.0,2.0,Laptop & Accessory,3.0,Married,7.0,0.0,9.0,188.77,0.0,61.631,1,0,Loyal,62.92333333333334
1.0,25.0,4.0,Mobile,5.0,Married,2.0,0.0,3.0,131.96,0.0,41.488,1,0,New,26.392000000000003
1.0,16.0,4.0,Mobile Phone,1.0,Single,3.0,0.0,3.0,151.1,0.0,47.23,1,0,New,30.22
11.0,8.0,3.0,Laptop & Accessory,3.0,Married,10.0,0.0,0.0,165.53,0.0,54.159,1,0,Regular,41.3825
17.0,9.0,5.0,Fashion,1.0,Married,2.0,0.0,3.0,226.69,0.0,75.10699999999999,1,0,Loyal,37.781666666666666
10.0,17.0,3.0,Mobile Phone,3.0,Single,5.0,0.0,2.0,136.29,0.0,45.086999999999996,1,0,Regular,34.0725
19.0,32.0,5.0,Laptop & Accessory,1.0,Married,2.0,0.0,9.0,184.06,0.0,62.918,1,0,Loyal,30.676666666666666
9.0,11.0,4.0,Mobile,5.0,Married,7.0,0.0,0.0,121.07,0.0,40.621,1,0,Regular,24.214
7.0,8.0,1.5,Mobile,1.0,Married,1.0,1.0,2.0,129.32,0.0,41.496,1,1,Regular,51.727999999999994
9.0,7.0,3.0,Mobile,4.0,Single,2.0,1.0,2.0,123.02,0.0,40.806000000000004,1,1,Regular,30.755
3.0,15.0,5.5,Laptop & Accessory,5.0,Married,5.0,0.0,3.0,222.15,0.0,69.745,1,0,New,34.176923076923075
4.0,12.0,5.0,Laptop & Accessory,3.0,Married,3.0,0.0,3.0,186.18,0.0,59.054,1,0,New,31.03
30.0,6.0,3.0,Others,5.0,Divorced,4.0,1.0,5.0,269.57500000000005,0.0,91.07250000000002,1,1,VIP,67.39375000000001
1.0,17.0,4.0,Mobile,3.0,Single,3.0,1.0,2.0,135.09,0.0,42.427,1,1,New,27.018
9.0,9.0,3.0,Mobile Phone,2.0,Divorced,2.0,0.0,0.0,117.06,0.0,39.01800000000001,1,0,Regular,29.265
10.0,34.0,4.0,Laptop & Accessory,3.0,Married,8.0,0.0,8.0,177.37,0.0,57.811,1,0,Regular,35.474000000000004
1.0,8.0,5.5,Mobile Phone,3.0,Single,3.0,0.0,1.0,138.59,0.0,44.077,1,0,New,21.321538461538463
5.0,19.0,4.0,Others,3.0,Married,3.0,0.0,9.0,269.57500000000005,0.0,83.97250000000001,1,0,New,53.915000000000006
10.0,6.0,3.0,Fashion,2.0,Single,5.0,0.0,2.0,174.91,0.0,56.673,1,0,Regular,43.7275
7.0,16.0,3.0,Laptop & Accessory,3.0,Married,2.0,1.0,7.0,140.01,0.0,45.303,1,1,Regular,35.0025
15.0,11.0,3.0,Fashion,4.0,Single,10.0,1.0,7.0,184.46,0.0,61.038000000000004,1,1,Loyal,46.115
17.0,10.0,3.0,Laptop & Accessory,4.0,Single,10.0,0.0,3.0,159.33,0.0,54.099000000000004,1,0,Loyal,39.8325
6.0,11.0,4.0,Fashion,2.0,Married,5.0,0.0,2.0,171.19,0.0,54.757,1,0,New,34.238
1.0,9.0,4.0,Mobile Phone,1.0,Married,8.0,1.0,3.0,162.22,0.0,50.565999999999995,1,1,New,32.444
28.0,24.0,3.0,Laptop & Accessory,4.0,Married,4.0,1.0,7.0,163.85,0.0,58.754999999999995,1,1,VIP,40.9625
7.0,13.0,3.0,Mobile,1.0,Single,2.0,0.0,0.0,129.72,0.0,42.216,1,0,Regular,32.43
16.0,16.0,5.0,Others,1.0,Single,10.0,0.0,2.0,269.57500000000005,0.0,87.67250000000001,1,0,Loyal,44.929166666666674
18.0,8.0,3.0,Laptop & Accessory,4.0,Divorced,1.0,0.0,7.0,148.05,0.0,51.015,1,0,Loyal,37.0125
19.0,30.0,4.0,Laptop & Accessory,5.0,Married,3.0,1.0,9.0,161.33,0.0,55.699000000000005,1,1,Loyal,32.266000000000005
0.0,8.0,3.0,Mobile,3.0,Single,3.0,0.0,0.0,134.85,0.0,41.655,1,0,,33.7125
1.0,30.0,5.0,Laptop & Accessory,1.0,Married,9.0,1.0,1.0,166.57,0.0,52.270999999999994,1,1,New,27.761666666666667
19.0,8.0,3.0,Others,1.0,Married,8.0,1.0,2.0,269.57500000000005,0.0,87.77250000000002,1,1,Loyal,67.39375000000001
15.0,26.0,4.0,Laptop & Accessory,5.0,Married,4.0,0.0,1.0,155.72,0.0,52.816,1,0,Loyal,31.144
30.0,30.0,4.0,Grocery,4.0,Divorced,6.0,1.0,10.0,259.02,0.0,88.30599999999998,1,1,VIP,51.803999999999995
22.0,13.0,4.0,Fashion,3.0,Single,9.0,0.0,0.0,145.0,0.0,51.7,1,0,Loyal,29.0
10.0,15.0,3.0,Fashion,4.0,Married,2.0,0.0,7.0,188.34,0.0,60.702000000000005,1,0,Regular,47.085
1.0,9.0,4.0,Mobile Phone,5.0,Married,5.0,0.0,1.0,148.22,0.0,46.366,1,0,New,29.644
3.0,12.0,4.0,Laptop & Accessory,2.0,Divorced,5.0,0.0,1.0,145.86,0.0,46.258,1,0,New,29.172000000000004
5.0,15.0,4.0,Fashion,2.0,Married,3.0,0.0,10.0,232.93,0.0,72.979,1,0,New,46.586
1.0,10.0,5.0,Mobile Phone,3.0,Single,3.0,0.0,3.0,155.33,0.0,48.899,1,0,New,25.888333333333335
11.0,18.0,4.0,Fashion,1.0,Married,3.0,1.0,8.0,246.85,0.0,78.95499999999998,1,1,Regular,49.37
13.0,14.0,3.0,Mobile,3.0,Married,3.0,0.0,2.0,123.45,0.0,42.135,1,0,Loyal,30.8625
7.0,8.0,3.0,Laptop & Accessory,5.0,Single,1.0,1.0,2.0,145.38,0.0,46.914,1,1,Regular,36.345
2.0,8.0,3.0,Laptop & Accessory,1.0,Married,2.0,0.0,3.0,188.53,0.0,58.359,1,0,New,47.1325
23.0,7.0,4.0,Grocery,3.0,Single,6.0,0.0,1.0,269.57500000000005,0.0,89.37250000000002,1,0,Loyal,53.915000000000006
9.0,7.0,3.0,Mobile,1.0,Married,2.0,0.0,3.0,120.44,0.0,40.032000000000004,1,0,Regular,30.11
10.0,33.0,1.5,Laptop & Accessory,3.0,Single,5.0,1.0,3.0,163.97,0.0,52.791,1,1,Regular,65.588
1.0,29.0,4.0,Mobile Phone,3.0,Single,3.0,1.0,1.0,141.75,0.0,44.425,1,1,New,28.35
13.0,14.0,3.0,Mobile,1.0,Married,9.0,0.0,0.0,124.06,0.0,42.318,1,0,Loyal,31.015
8.0,33.0,5.0,Mobile Phone,3.0,Married,3.0,0.0,1.0,145.29,0.0,47.986999999999995,1,0,Regular,24.215
1.0,11.0,4.0,Mobile Phone,3.0,Single,3.0,0.0,1.0,148.18,0.0,46.354,1,0,New,29.636000000000003
9.0,9.0,4.0,Fashion,1.0,Married,1.0,0.0,4.0,176.44,0.0,57.232,1,0,Regular,35.288
0.0,10.0,3.0,Mobile,4.0,Single,2.0,0.0,2.0,132.95,0.0,41.085,1,0,,33.2375
4.0,8.0,3.0,Laptop & Accessory,5.0,Single,8.0,0.0,3.0,153.32,0.0,48.396,1,0,New,38.33
1.0,11.0,3.0,Laptop & Accessory,5.0,Single,1.0,0.0,3.0,184.63,0.0,56.888999999999996,1,0,New,46.1575
1.0,9.0,4.0,Laptop & Accessory,3.0,Single,3.0,1.0,5.0,169.78,0.0,52.833999999999996,1,1,New,33.956
10.0,7.0,4.0,Laptop & Accessory,4.0,Married,2.0,0.0,6.0,177.28,0.0,57.784,1,0,Regular,35.456
1.0,17.0,4.0,Fashion,5.0,Married,3.0,0.0,3.0,212.93,0.0,65.779,1,0,New,42.586
11.0,6.0,4.0,Laptop & Accessory,2.0,Single,5.0,0.0,1.0,186.86,0.0,60.958,1,0,Regular,37.372
13.0,13.0,2.0,Fashion,3.0,Married,4.0,0.0,7.0,207.37,0.0,66.911,1,0,Loyal,69.12333333333333
9.0,14.0,4.0,Fashion,3.0,Single,5.0,0.0,3.0,227.21,0.0,72.463,1,0,Regular,45.442
3.0,14.0,4.0,Laptop & Accessory,1.0,Married,3.0,1.0,1.0,191.23,0.0,59.86899999999999,1,1,New,38.245999999999995
4.0,36.0,4.0,Laptop & Accessory,5.0,Married,10.0,0.0,4.0,166.15,0.0,52.645,1,0,New,33.230000000000004
14.0,13.0,1.5,Mobile,3.0,Married,2.0,0.0,8.0,133.76,0.0,44.928,1,0,Loyal,53.504
1.0,21.0,4.0,Mobile Phone,3.0,Single,3.0,0.0,1.0,140.14,0.0,43.94199999999999,1,0,New,28.028
9.0,27.0,3.0,Mobile,2.0,Divorced,8.0,0.0,2.0,122.58,0.0,40.67400000000001,1,0,Regular,30.645
2.0,6.0,3.0,Laptop & Accessory,3.0,Married,2.0,0.0,9.0,143.19,0.0,44.757000000000005,1,0,New,35.7975
1.0,28.0,5.0,Mobile Phone,5.0,Married,2.0,0.0,1.0,147.96,0.0,46.687999999999995,1,0,New,24.66
9.0,31.0,3.0,Mobile,4.0,Married,2.0,1.0,8.0,120.22,0.0,39.966,1,1,Regular,30.055
5.0,10.0,4.0,Laptop & Accessory,3.0,Divorced,2.0,0.0,8.0,161.62,0.0,51.586,1,0,New,32.324
2.0,14.0,4.0,Mobile,2.0,Married,7.0,0.0,3.0,125.32,0.0,39.796,1,0,New,25.064
1.0,9.0,4.0,Laptop & Accessory,1.0,Married,2.0,0.0,3.0,167.27,0.0,52.081,1,0,New,33.454
14.0,9.0,4.0,Laptop & Accessory,4.0,Married,3.0,0.0,4.0,189.38,0.0,62.614000000000004,1,0,Loyal,37.876
9.0,10.0,4.0,Laptop & Accessory,2.0,Single,2.0,0.0,8.0,158.1,0.0,51.730000000000004,1,0,Regular,31.619999999999997
8.0,34.0,4.0,Mobile Phone,4.0,Single,4.0,0.0,3.0,148.11,0.0,48.433,1,0,Regular,29.622000000000003
9.0,30.0,4.0,Mobile Phone,5.0,Married,5.0,1.0,3.0,165.14,0.0,53.842,1,1,Regular,33.028
27.0,11.0,3.0,Others,5.0,Divorced,5.0,0.0,2.0,269.57500000000005,0.0,90.17250000000001,1,0,VIP,67.39375000000001
11.0,10.0,4.0,Laptop & Accessory,4.0,Single,5.0,0.0,2.0,166.07,0.0,54.721,1,0,Regular,33.214
9.0,6.0,3.0,Laptop & Accessory,2.0,Single,5.0,0.0,0.0,166.53,0.0,53.859,1,0,Regular,41.6325
9.0,8.0,3.0,Mobile,4.0,Married,5.0,0.0,2.0,121.87,0.0,40.461000000000006,1,0,Regular,30.4675
0.0,28.0,3.0,Laptop & Accessory,3.0,Married,2.0,1.0,7.0,161.79,0.0,49.737,1,1,,40.4475
1.0,13.0,2.0,Mobile Phone,1.0,Married,2.0,0.0,8.0,150.44,0.0,46.23199999999999,1,0,New,50.14666666666667
20.0,10.0,3.0,Laptop & Accessory,1.0,Single,2.0,1.0,7.0,141.63,0.0,49.689,1,1,Loyal,35.4075
31.0,7.0,4.0,Laptop & Accessory,3.0,Married,4.0,0.0,3.0,192.55,0.0,68.665,1,0,VIP,38.510000000000005
19.0,24.0,3.0,Laptop & Accessory,3.0,Married,3.0,0.0,8.0,148.1,0.0,51.330000000000005,1,0,Loyal,37.025
13.0,15.0,4.0,Mobile Phone,3.0,Divorced,3.0,0.0,8.0,162.55,0.0,54.265,1,0,Loyal,32.510000000000005
26.0,13.0,3.0,Others,3.0,Married,4.0,0.0,7.0,269.57500000000005,0.0,89.87250000000002,1,0,VIP,67.39375000000001
6.0,14.0,3.0,Mobile Phone,4.0,Divorced,3.0,0.0,4.0,152.94,0.0,48.882,1,0,New,38.235
5.0,6.0,3.0,Mobile,2.0,Married,1.0,0.0,2.0,123.14,0.0,39.642,1,0,New,30.785
13.0,17.0,4.0,Laptop & Accessory,5.0,Married,4.0,0.0,8.0,178.77,0.0,59.131,1,0,Loyal,35.754000000000005
5.0,14.0,1.5,Laptop & Accessory,2.0,Divorced,2.0,0.0,8.0,162.09,0.0,50.727000000000004,1,0,New,64.836
8.0,8.0,5.0,Mobile Phone,4.0,Married,7.0,0.0,3.0,157.94,0.0,51.782,1,0,Regular,26.323333333333334
3.0,10.0,4.0,Laptop & Accessory,3.0,Married,6.0,1.0,1.0,177.38,0.0,55.714,1,1,New,35.476
0.0,10.0,4.0,Mobile,1.0,Married,1.0,0.0,4.0,131.62,0.0,41.086,1,0,,26.324
16.0,21.0,4.0,Grocery,3.0,Married,2.0,0.0,11.0,269.57500000000005,0.0,87.27250000000001,1,0,Loyal,53.915000000000006
18.0,14.0,3.0,Laptop & Accessory,1.0,Married,10.0,0.0,8.0,136.97,0.0,47.691,1,0,Loyal,34.2425
2.0,29.0,3.0,Mobile Phone,5.0,Single,1.0,0.0,3.0,139.04,0.0,43.512,1,0,New,34.76
7.0,14.0,3.0,Mobile,5.0,Divorced,5.0,0.0,2.0,123.62,0.0,40.386,1,0,Regular,30.905
7.0,7.0,2.0,Laptop & Accessory,5.0,Married,3.0,0.0,9.0,165.37,0.0,52.510999999999996,1,0,Regular,55.123333333333335
6.0,15.0,2.0,Laptop & Accessory,2.0,Divorced,3.0,0.0,9.0,187.09,0.0,58.727,1,0,New,62.36333333333334
13.0,26.0,4.0,Laptop & Accessory,1.0,Married,10.0,0.0,3.0,164.02,0.0,54.706,1,0,Loyal,32.804
2.0,23.0,2.0,Laptop & Accessory,5.0,Single,2.0,0.0,8.0,181.61,0.0,55.883,1,0,New,60.53666666666667
1.0,23.0,3.0,Laptop & Accessory,5.0,Married,2.0,0.0,8.0,145.58,0.0,45.174,1,0,New,36.395
6.0,14.0,3.0,Laptop & Accessory,3.0,Married,1.0,0.0,2.0,171.04,0.0,54.312,1,0,New,42.76
25.0,16.0,4.0,Mobile Phone,1.0,Married,5.0,0.0,4.0,145.75,0.0,52.825,1,0,VIP,29.15
9.0,16.0,5.0,Fashion,3.0,Divorced,3.0,1.0,14.5,231.85,0.0,74.255,1,1,Regular,38.641666666666666
14.0,9.0,4.0,Mobile Phone,3.0,Married,4.0,0.0,3.0,148.45,0.0,50.335,1,0,Loyal,29.689999999999998
7.0,14.0,3.0,Mobile,5.0,Married,5.0,0.0,2.0,123.62,0.0,40.386,1,0,Regular,30.905
13.0,10.0,3.0,Laptop & Accessory,4.0,Divorced,11.0,0.0,7.0,188.89,0.0,61.766999999999996,1,0,Loyal,47.2225
0.0,30.0,4.0,Laptop & Accessory,4.0,Single,1.0,1.0,10.0,145.99,0.0,45.397000000000006,1,1,,29.198
25.0,14.0,3.0,Mobile,5.0,Divorced,10.0,0.0,4.0,129.5,0.0,47.550000000000004,1,0,VIP,32.375
6.0,14.0,3.0,Laptop & Accessory,3.0,Single,3.0,1.0,0.0,163.88,0.0,52.163999999999994,1,1,New,40.97
5.0,15.0,4.0,Laptop & Accessory,1.0,Single,3.0,0.0,9.0,169.24,0.0,53.872,1,0,New,33.848
4.0,14.0,4.0,Laptop & Accessory,3.0,Married,3.0,0.0,10.0,159.91,0.0,50.773,1,0,New,31.982
11.0,7.0,5.5,Laptop & Accessory,1.0,Married,3.0,0.0,3.0,220.25,0.0,71.575,1,0,Regular,33.88461538461539
12.0,21.0,4.0,Laptop & Accessory,4.0,Married,2.0,0.0,3.0,224.24,0.0,72.472,1,0,Regular,44.848
15.0,7.0,3.0,Fashion,5.0,Divorced,3.0,0.0,8.0,208.92,0.0,68.376,1,0,Loyal,52.23
4.0,14.0,4.0,Laptop & Accessory,5.0,Married,9.0,0.0,3.0,172.79,0.0,54.637,1,0,New,34.558
14.0,6.0,4.0,Others,3.0,Married,2.0,0.0,10.0,269.57500000000005,0.0,86.67250000000001,1,0,Loyal,53.915000000000006
1.0,11.0,4.0,Fashion,5.0,Single,2.0,1.0,3.0,220.82,0.0,68.14599999999999,1,1,New,44.164
8.0,15.0,2.0,Laptop & Accessory,3.0,Married,3.0,0.0,9.0,192.99,0.0,61.096999999999994,1,0,Regular,64.33
1.0,33.0,5.0,Mobile Phone,3.0,Married,3.0,1.0,4.0,153.14,0.0,48.24199999999999,1,1,New,25.52333333333333
0.0,14.0,5.0,Mobile,5.0,Married,2.0,0.0,1.0,124.51,0.0,39.353,1,0,,20.75166666666667
9.0,9.0,3.0,Laptop & Accessory,4.0,Single,5.0,0.0,7.0,144.85,0.0,47.355000000000004,1,0,Regular,36.2125
11.0,18.0,4.0,Fashion,2.0,Married,3.0,1.0,8.0,246.85,0.0,78.95499999999998,1,1,Regular,49.37
23.0,25.0,4.0,Laptop & Accessory,2.0,Married,3.0,1.0,8.0,193.04,0.0,66.41199999999999,1,1,Loyal,38.608
1.0,27.0,4.0,Laptop & Accessory,3.0,Single,3.0,0.0,3.0,224.81,0.0,69.34299999999999,1,0,New,44.962
5.0,12.0,4.0,Laptop & Accessory,5.0,Single,2.0,0.0,3.0,224.36,0.0,70.408,1,0,New,44.872
17.0,7.0,1.5,Laptop & Accessory,5.0,Married,3.0,0.0,2.0,150.33,0.0,50.79900000000001,1,0,Loyal,60.132000000000005
16.0,15.0,4.0,Others,2.0,Married,3.0,0.0,10.0,269.57500000000005,0.0,87.27250000000001,1,0,Loyal,53.915000000000006
1.0,7.0,5.0,Laptop & Accessory,5.0,Divorced,7.0,0.0,1.0,167.98,0.0,52.693999999999996,1,0,New,27.996666666666666
8.0,17.0,4.0,Mobile Phone,3.0,Married,3.0,1.0,1.0,147.2,0.0,48.16,1,1,Regular,29.439999999999998
16.0,9.0,5.5,Others,1.0,Married,3.0,0.0,10.0,269.57500000000005,0.0,87.87250000000002,1,0,Loyal,41.47307692307693
9.0,9.0,3.0,Mobile Phone,3.0,Single,2.0,0.0,0.0,114.2,0.0,38.160000000000004,1,0,Regular,28.55
7.0,15.0,5.0,Mobile Phone,1.0,Single,2.0,0.0,3.0,148.42,0.0,48.626,1,0,Regular,24.736666666666665
18.0,10.0,5.0,Fashion,3.0,Married,5.0,0.0,3.0,197.56,0.0,66.668,1,0,Loyal,32.92666666666667
23.0,13.0,5.0,Grocery,3.0,Married,4.0,1.0,13.0,264.66,0.0,88.29800000000002,1,1,Loyal,44.11000000000001
4.0,23.0,2.0,Laptop & Accessory,3.0,Married,5.0,0.0,8.0,177.94,0.0,55.382,1,0,New,59.31333333333333
23.0,6.0,3.0,Others,1.0,Married,4.0,0.0,6.0,269.57500000000005,0.0,88.97250000000003,1,0,Loyal,67.39375000000001
23.0,14.0,4.0,Fashion,4.0,Married,5.0,0.0,3.0,229.66,0.0,77.398,1,0,Loyal,45.932
1.0,17.0,2.0,Mobile Phone,3.0,Married,4.0,0.0,3.0,145.73,0.0,44.81899999999999,1,0,New,48.57666666666666
23.0,29.0,4.0,Grocery,4.0,Married,5.0,0.0,3.0,269.57500000000005,0.0,89.37250000000002,1,0,Loyal,53.915000000000006
4.0,15.0,3.0,Fashion,4.0,Married,2.0,0.0,8.0,206.48,0.0,64.344,1,0,New,51.62
0.0,19.0,3.0,Laptop & Accessory,5.0,Married,3.0,0.0,2.0,142.33,0.0,43.89900000000001,1,0,,35.5825
6.0,9.0,4.0,Mobile Phone,5.0,Married,3.0,0.0,1.0,153.27,0.0,49.381,1,0,New,30.654000000000003
21.0,22.0,3.0,Laptop & Accessory,3.0,Married,9.0,0.0,7.0,164.39,0.0,56.81699999999999,1,0,Loyal,41.0975
6.0,7.0,5.0,Mobile Phone,4.0,Married,8.0,0.0,3.0,148.32,0.0,48.29599999999999,1,0,New,24.72
9.0,31.0,3.0,Mobile,4.0,Married,2.0,1.0,8.0,120.22,0.0,39.966,1,1,Regular,30.055
19.0,6.0,3.0,Mobile,5.0,Single,7.0,0.0,7.0,134.23,0.0,47.169000000000004,1,0,Loyal,33.5575
20.0,9.0,4.0,Others,5.0,Single,5.0,0.0,2.0,269.57500000000005,0.0,88.47250000000001,1,0,Loyal,53.915000000000006
4.0,15.0,3.0,Fashion,4.0,Married,2.0,0.0,8.0,206.48,0.0,64.344,1,0,New,51.62
1.0,12.0,3.0,Mobile Phone,4.0,Married,3.0,1.0,3.0,148.28,0.0,45.984,1,1,New,37.07
7.0,22.0,4.0,Laptop & Accessory,1.0,Married,2.0,1.0,2.0,71.37499999999997,0.0,25.112499999999994,1,1,Regular,14.274999999999995
0.0,8.0,3.0,Mobile,5.0,Divorced,8.0,0.0,7.0,127.07,0.0,39.321,1,0,,31.7675
18.0,8.0,4.0,Grocery,1.0,Married,10.0,0.0,8.0,267.92,0.0,87.376,1,0,Loyal,53.584
1.0,11.0,5.0,Mobile Phone,3.0,Single,7.0,0.0,3.0,163.94,0.0,51.48199999999999,1,0,New,27.323333333333334
15.0,34.0,4.0,Laptop & Accessory,1.0,Married,1.0,0.0,4.0,145.23,0.0,49.669,1,0,Loyal,29.046
